competitor_id,name,country,country_code,abbreviation,raw_json
sr:competitor:628034,"Kittay, Benjamin",USA,USA,KIT,"{""id"": ""sr:competitor:628034"", ""name"": ""Kittay, Benjamin"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KIT""}"
sr:competitor:207777,"Imamura, Masamichi",Japan,JPN,IMA,"{""id"": ""sr:competitor:207777"", ""name"": ""Imamura, Masamichi"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""IMA""}"
sr:competitor:353586,"Fenty, Andrew",USA,USA,FEN,"{""id"": ""sr:competitor:353586"", ""name"": ""Fenty, Andrew"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""FEN""}"
sr:competitor:407783,"Fearnley, Jacob",Great Britain,GBR,FEA,"{""id"": ""sr:competitor:407783"", ""name"": ""Fearnley, Jacob"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""FEA""}"
sr:competitor:130398,"Kecmanovic, Miomir",Serbia,SRB,KEC,"{""id"": ""sr:competitor:130398"", ""name"": ""Kecmanovic, Miomir"", ""country"": ""Serbia"", ""country_code"": ""SRB"", ""abbreviation"": ""KEC""}"
sr:competitor:161868,"Huertas Del Pino, Connor",Peru,PER,HUE,"{""id"": ""sr:competitor:161868"", ""name"": ""Huertas Del Pino, Connor"", ""country"": ""Peru"", ""country_code"": ""PER"", ""abbreviation"": ""HUE""}"
sr:competitor:202735,"Carou, Ignacio",Uruguay,URY,CAR,"{""id"": ""sr:competitor:202735"", ""name"": ""Carou, Ignacio"", ""country"": ""Uruguay"", ""country_code"": ""URY"", ""abbreviation"": ""CAR""}"
sr:competitor:437794,"Heinonen, Adam",Sweden,SWE,HEI,"{""id"": ""sr:competitor:437794"", ""name"": ""Heinonen, Adam"", ""country"": ""Sweden"", ""country_code"": ""SWE"", ""abbreviation"": ""HEI""}"
sr:competitor:39711,"Duckworth, James",Australia,AUS,DUC,"{""id"": ""sr:competitor:39711"", ""name"": ""Duckworth, James"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""DUC""}"
sr:competitor:195458,"Added, Dan",France,FRA,ADD,"{""id"": ""sr:competitor:195458"", ""name"": ""Added, Dan"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""ADD""}"
sr:competitor:111609,"Barroso Campos, Alberto",Spain,ESP,BAR,"{""id"": ""sr:competitor:111609"", ""name"": ""Barroso Campos, Alberto"", ""country"": ""Spain"", ""country_code"": ""ESP"", ""abbreviation"": ""BAR""}"
sr:competitor:193912,"Dev, S D Prajwal",India,IND,DEV,"{""id"": ""sr:competitor:193912"", ""name"": ""Dev, S D Prajwal"", ""country"": ""India"", ""country_code"": ""IND"", ""abbreviation"": ""DEV""}"
sr:competitor:305558,"Roncadelli, Franco",Uruguay,URY,RON,"{""id"": ""sr:competitor:305558"", ""name"": ""Roncadelli, Franco"", ""country"": ""Uruguay"", ""country_code"": ""URY"", ""abbreviation"": ""RON""}"
sr:competitor:221556,"Alves, Mateus",Brazil,BRA,ALV,"{""id"": ""sr:competitor:221556"", ""name"": ""Alves, Mateus"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""ALV""}"
sr:competitor:155860,"Lock, Courtney John",Zimbabwe,ZWE,LOC,"{""id"": ""sr:competitor:155860"", ""name"": ""Lock, Courtney John"", ""country"": ""Zimbabwe"", ""country_code"": ""ZWE"", ""abbreviation"": ""LOC""}"
sr:competitor:99043,"Wang, Aoran",China,CHN,WAN,"{""id"": ""sr:competitor:99043"", ""name"": ""Wang, Aoran"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""WAN""}"
sr:competitor:51100,"Roca Batalla, Oriol",Spain,ESP,ROC,"{""id"": ""sr:competitor:51100"", ""name"": ""Roca Batalla, Oriol"", ""country"": ""Spain"", ""country_code"": ""ESP"", ""abbreviation"": ""ROC""}"
sr:competitor:82133,"Dellien, Murkel",Bolivia,BOL,DEV,"{""id"": ""sr:competitor:82133"", ""name"": ""Dellien, Murkel"", ""country"": ""Bolivia"", ""country_code"": ""BOL"", ""abbreviation"": ""DEV""}"
sr:competitor:381022,"Wendelken, Harry",Great Britain,GBR,WEN,"{""id"": ""sr:competitor:381022"", ""name"": ""Wendelken, Harry"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""WEN""}"
sr:competitor:250231,"Shimizu, Yuta",Japan,JPN,SHI,"{""id"": ""sr:competitor:250231"", ""name"": ""Shimizu, Yuta"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""SHI""}"
sr:competitor:154570,"Orlov, Vladyslav",Ukraine,UKR,ORL,"{""id"": ""sr:competitor:154570"", ""name"": ""Orlov, Vladyslav"", ""country"": ""Ukraine"", ""country_code"": ""UKR"", ""abbreviation"": ""ORL""}"
sr:competitor:208123,"Maginley, Jody",Antigua and Barbuda,ATG,MAG,"{""id"": ""sr:competitor:208123"", ""name"": ""Maginley, Jody"", ""country"": ""Antigua and Barbuda"", ""country_code"": ""ATG"", ""abbreviation"": ""MAG""}"
sr:competitor:645442,"Genov, Anthony",Bulgaria,BGR,GEN,"{""id"": ""sr:competitor:645442"", ""name"": ""Genov, Anthony"", ""country"": ""Bulgaria"", ""country_code"": ""BGR"", ""abbreviation"": ""GEN""}"
sr:competitor:108767,"Hassan, Benjamin",Lebanon,LBN,HAS,"{""id"": ""sr:competitor:108767"", ""name"": ""Hassan, Benjamin"", ""country"": ""Lebanon"", ""country_code"": ""LBN"", ""abbreviation"": ""HAS""}"
sr:competitor:412829,"Matsuda, Ryuki",Japan,JPN,MAT,"{""id"": ""sr:competitor:412829"", ""name"": ""Matsuda, Ryuki"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""MAT""}"
sr:competitor:95935,"Norrie, Cameron",Great Britain,GBR,NOR,"{""id"": ""sr:competitor:95935"", ""name"": ""Norrie, Cameron"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""NOR""}"
sr:competitor:450283,"Mpetshi Perricard, Giovanni",France,FRA,MPE,"{""id"": ""sr:competitor:450283"", ""name"": ""Mpetshi Perricard, Giovanni"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""MPE""}"
sr:competitor:750283,"Isomura, Kokoro",Japan,JPN,ISO,"{""id"": ""sr:competitor:750283"", ""name"": ""Isomura, Kokoro"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""ISO""}"
sr:competitor:763106,"Barton, Hynek",Czechia,CZE,BAR,"{""id"": ""sr:competitor:763106"", ""name"": ""Barton, Hynek"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""BAR""}"
sr:competitor:458575,"Agostini, Simone",Italy,ITA,AGO,"{""id"": ""sr:competitor:458575"", ""name"": ""Agostini, Simone"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""AGO""}"
sr:competitor:38180,"Mena, Facundo",Argentina,ARG,MEN,"{""id"": ""sr:competitor:38180"", ""name"": ""Mena, Facundo"", ""country"": ""Argentina"", ""country_code"": ""ARG"", ""abbreviation"": ""MEN""}"
sr:competitor:134602,"Perez, Alfredo",USA,USA,PER,"{""id"": ""sr:competitor:134602"", ""name"": ""Perez, Alfredo"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""PER""}"
sr:competitor:538457,"Chopra, Keshav",USA,USA,CHO,"{""id"": ""sr:competitor:538457"", ""name"": ""Chopra, Keshav"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""CHO""}"
sr:competitor:246745,"Tajima, Naoki",Japan,JPN,TAJ,"{""id"": ""sr:competitor:246745"", ""name"": ""Tajima, Naoki"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""TAJ""}"
sr:competitor:244388,"Kalyanpur, Adil",India,IND,KAL,"{""id"": ""sr:competitor:244388"", ""name"": ""Kalyanpur, Adil"", ""country"": ""India"", ""country_code"": ""IND"", ""abbreviation"": ""KAL""}"
sr:competitor:181384,"Sinha, Nitin Kumar",India,IND,SIN,"{""id"": ""sr:competitor:181384"", ""name"": ""Sinha, Nitin Kumar"", ""country"": ""India"", ""country_code"": ""IND"", ""abbreviation"": ""SIN""}"
sr:competitor:212004,"Rodionov, Jurij",Austria,AUT,ROD,"{""id"": ""sr:competitor:212004"", ""name"": ""Rodionov, Jurij"", ""country"": ""Austria"", ""country_code"": ""AUT"", ""abbreviation"": ""ROD""}"
sr:competitor:682903,"Nakagawa, Shunsuke",Japan,JPN,NAK,"{""id"": ""sr:competitor:682903"", ""name"": ""Nakagawa, Shunsuke"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""NAK""}"
sr:competitor:564952,"Kusuhara, Yusuke",Japan,JPN,KUS,"{""id"": ""sr:competitor:564952"", ""name"": ""Kusuhara, Yusuke"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""KUS""}"
sr:competitor:104421,"Mies, Andreas",Germany,DEU,MIE,"{""id"": ""sr:competitor:104421"", ""name"": ""Mies, Andreas"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""MIE""}"
sr:competitor:861461,"Caniato, Carlo Alberto",Italy,ITA,CAN,"{""id"": ""sr:competitor:861461"", ""name"": ""Caniato, Carlo Alberto"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""CAN""}"
sr:competitor:216502,"Broom, Charles",Great Britain,GBR,BRO,"{""id"": ""sr:competitor:216502"", ""name"": ""Broom, Charles"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""BRO""}"
sr:competitor:49417,"Tu, Li",Australia,AUS,TUL,"{""id"": ""sr:competitor:49417"", ""name"": ""Tu, Li"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""TUL""}"
sr:competitor:763108,"Mensik, Jakub",Czechia,CZE,MEN,"{""id"": ""sr:competitor:763108"", ""name"": ""Mensik, Jakub"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""MEN""}"
sr:competitor:317355,"Somani, Parikshit",India,IND,SOM,"{""id"": ""sr:competitor:317355"", ""name"": ""Somani, Parikshit"", ""country"": ""India"", ""country_code"": ""IND"", ""abbreviation"": ""SOM""}"
sr:competitor:434058,"Boscardin Dias, Pedro",Brazil,BRA,BOS,"{""id"": ""sr:competitor:434058"", ""name"": ""Boscardin Dias, Pedro"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""BOS""}"
sr:competitor:312728,"Stewart, Hamish",Great Britain,GBR,STE,"{""id"": ""sr:competitor:312728"", ""name"": ""Stewart, Hamish"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""STE""}"
sr:competitor:447733,"Hands, Tom",Great Britain,GBR,HAN,"{""id"": ""sr:competitor:447733"", ""name"": ""Hands, Tom"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""HAN""}"
sr:competitor:395828,"Saraiva Dos Santos, Paulo Andre",Brazil,BRA,SAR,"{""id"": ""sr:competitor:395828"", ""name"": ""Saraiva Dos Santos, Paulo Andre"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""SAR""}"
sr:competitor:145122,"Martineau, Matteo",France,FRA,MAR,"{""id"": ""sr:competitor:145122"", ""name"": ""Martineau, Matteo"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""MAR""}"
sr:competitor:223788,"Stepanov, Roy",Israel,ISR,STE,"{""id"": ""sr:competitor:223788"", ""name"": ""Stepanov, Roy"", ""country"": ""Israel"", ""country_code"": ""ISR"", ""abbreviation"": ""STE""}"
sr:competitor:120956,"Alcantara, Francis Casey",Philippines,PHL,ALC,"{""id"": ""sr:competitor:120956"", ""name"": ""Alcantara, Francis Casey"", ""country"": ""Philippines"", ""country_code"": ""PHL"", ""abbreviation"": ""ALC""}"
sr:competitor:321667,"Mayot, Harold",France,FRA,MAY,"{""id"": ""sr:competitor:321667"", ""name"": ""Mayot, Harold"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""MAY""}"
sr:competitor:65606,"Agamenone, Franco",Italy,ITA,AGA,"{""id"": ""sr:competitor:65606"", ""name"": ""Agamenone, Franco"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""AGA""}"
sr:competitor:165234,"Vasa, Eero",Finland,FIN,VAS,"{""id"": ""sr:competitor:165234"", ""name"": ""Vasa, Eero"", ""country"": ""Finland"", ""country_code"": ""FIN"", ""abbreviation"": ""VAS""}"
sr:competitor:79227,"Sinclair, Colin",Northern Mariana Islands,MNP,SIN,"{""id"": ""sr:competitor:79227"", ""name"": ""Sinclair, Colin"", ""country"": ""Northern Mariana Islands"", ""country_code"": ""MNP"", ""abbreviation"": ""SIN""}"
sr:competitor:452787,"Kumar, Pranav",USA,USA,KUM,"{""id"": ""sr:competitor:452787"", ""name"": ""Kumar, Pranav"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KUM""}"
sr:competitor:508498,"Rehberg, Max Hans",Germany,DEU,REH,"{""id"": ""sr:competitor:508498"", ""name"": ""Rehberg, Max Hans"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""REH""}"
sr:competitor:671637,"Fils, Arthur",France,FRA,FIL,"{""id"": ""sr:competitor:671637"", ""name"": ""Fils, Arthur"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""FIL""}"
sr:competitor:861511,"Engel, Justin",Germany,DEU,ENG,"{""id"": ""sr:competitor:861511"", ""name"": ""Engel, Justin"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""ENG""}"
sr:competitor:472975,"Bellucci, Mattia",Italy,ITA,BEL,"{""id"": ""sr:competitor:472975"", ""name"": ""Bellucci, Mattia"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""BEL""}"
sr:competitor:204117,"Ugo Carabelli, Camilo",Argentina,ARG,UGO,"{""id"": ""sr:competitor:204117"", ""name"": ""Ugo Carabelli, Camilo"", ""country"": ""Argentina"", ""country_code"": ""ARG"", ""abbreviation"": ""UGO""}"
sr:competitor:399637,"Cobolli, Flavio",Italy,ITA,COB,"{""id"": ""sr:competitor:399637"", ""name"": ""Cobolli, Flavio"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""COB""}"
sr:competitor:182086,"Bass, Finn",Great Britain,GBR,BAS,"{""id"": ""sr:competitor:182086"", ""name"": ""Bass, Finn"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""BAS""}"
sr:competitor:373852,"Zink, Tyler",USA,USA,ZIN,"{""id"": ""sr:competitor:373852"", ""name"": ""Zink, Tyler"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""ZIN""}"
sr:competitor:217192,"Ouakaa, Aziz",Tunisia,TUN,OUA,"{""id"": ""sr:competitor:217192"", ""name"": ""Ouakaa, Aziz"", ""country"": ""Tunisia"", ""country_code"": ""TUN"", ""abbreviation"": ""OUA""}"
sr:competitor:163438,"Sun, Fajing",China,CHN,SUN,"{""id"": ""sr:competitor:163438"", ""name"": ""Sun, Fajing"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""SUN""}"
sr:competitor:308834,"Schachter, Noah",USA,USA,SCH,"{""id"": ""sr:competitor:308834"", ""name"": ""Schachter, Noah"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""SCH""}"
sr:competitor:119150,"Fancutt, Thomas",Australia,AUS,FAN,"{""id"": ""sr:competitor:119150"", ""name"": ""Fancutt, Thomas"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""FAN""}"
sr:competitor:301896,"Ovcharenko, Oleksandr",Ukraine,UKR,OVC,"{""id"": ""sr:competitor:301896"", ""name"": ""Ovcharenko, Oleksandr"", ""country"": ""Ukraine"", ""country_code"": ""UKR"", ""abbreviation"": ""OVC""}"
sr:competitor:1020369,"Oliveira, Bruno (2002)",Brazil,BRA,OLI,"{""id"": ""sr:competitor:1020369"", ""name"": ""Oliveira, Bruno (2002)"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""OLI""}"
sr:competitor:387066,"Forejtek, Jonas",Czechia,CZE,FOR,"{""id"": ""sr:competitor:387066"", ""name"": ""Forejtek, Jonas"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""FOR""}"
sr:competitor:418167,"Garcian, Axel",France,FRA,GAR,"{""id"": ""sr:competitor:418167"", ""name"": ""Garcian, Axel"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""GAR""}"
sr:competitor:48225,"Dutra Da Silva, Daniel",Brazil,BRA,DUT,"{""id"": ""sr:competitor:48225"", ""name"": ""Dutra Da Silva, Daniel"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""DUT""}"
sr:competitor:96629,"Duncan, Scott",Great Britain,GBR,DUN,"{""id"": ""sr:competitor:96629"", ""name"": ""Duncan, Scott"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""DUN""}"
sr:competitor:809324,"Pacheco Mendez, Rodrigo",Mexico,MEX,PAC,"{""id"": ""sr:competitor:809324"", ""name"": ""Pacheco Mendez, Rodrigo"", ""country"": ""Mexico"", ""country_code"": ""MEX"", ""abbreviation"": ""PAC""}"
sr:competitor:686709,"Simakin, Ilia",Neutral,,SIM,"{""id"": ""sr:competitor:686709"", ""name"": ""Simakin, Ilia"", ""country"": ""Neutral"", ""abbreviation"": ""SIM""}"
sr:competitor:49172,"Dzumhur, Damir",Bosnia & Herzegovina,BIH,DZU,"{""id"": ""sr:competitor:49172"", ""name"": ""Dzumhur, Damir"", ""country"": ""Bosnia & Herzegovina"", ""country_code"": ""BIH"", ""abbreviation"": ""DZU""}"
sr:competitor:63438,"McDonald, Mackenzie",USA,USA,MCD,"{""id"": ""sr:competitor:63438"", ""name"": ""McDonald, Mackenzie"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""MCD""}"
sr:competitor:685379,"Ostapenkov, Daniil",Neutral,,OST,"{""id"": ""sr:competitor:685379"", ""name"": ""Ostapenkov, Daniil"", ""country"": ""Neutral"", ""abbreviation"": ""OST""}"
sr:competitor:214824,"Aguilar, Juan Carlos",Canada,CAN,AGU,"{""id"": ""sr:competitor:214824"", ""name"": ""Aguilar, Juan Carlos"", ""country"": ""Canada"", ""country_code"": ""CAN"", ""abbreviation"": ""AGU""}"
sr:competitor:628226,"Jans, Jarno",Netherlands,NLD,JAN,"{""id"": ""sr:competitor:628226"", ""name"": ""Jans, Jarno"", ""country"": ""Netherlands"", ""country_code"": ""NLD"", ""abbreviation"": ""JAN""}"
sr:competitor:154740,"Delaney, Jesse",Australia,AUS,DEL,"{""id"": ""sr:competitor:154740"", ""name"": ""Delaney, Jesse"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""DEL""}"
sr:competitor:124656,"Vukic, Aleksandar",Australia,AUS,VUK,"{""id"": ""sr:competitor:124656"", ""name"": ""Vukic, Aleksandar"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""VUK""}"
sr:competitor:63606,"Rinderknech, Arthur",France,FRA,RIN,"{""id"": ""sr:competitor:63606"", ""name"": ""Rinderknech, Arthur"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""RIN""}"
sr:competitor:287543,"Hulme, Matt",Australia,AUS,HUL,"{""id"": ""sr:competitor:287543"", ""name"": ""Hulme, Matt"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""HUL""}"
sr:competitor:518742,"Westphal, Max",France,FRA,WES,"{""id"": ""sr:competitor:518742"", ""name"": ""Westphal, Max"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""WES""}"
sr:competitor:42164,"Bangoura, Sekou",USA,USA,BAN,"{""id"": ""sr:competitor:42164"", ""name"": ""Bangoura, Sekou"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""BAN""}"
sr:competitor:240264,"Reis Da Silva, Joao Lucas",Brazil,BRA,REI,"{""id"": ""sr:competitor:240264"", ""name"": ""Reis Da Silva, Joao Lucas"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""REI""}"
sr:competitor:256375,"Jeong, Yeongseok",Republic of Korea,KOR,JEO,"{""id"": ""sr:competitor:256375"", ""name"": ""Jeong, Yeongseok"", ""country"": ""Republic of Korea"", ""country_code"": ""KOR"", ""abbreviation"": ""JEO""}"
sr:competitor:783794,"Singh, Karan (IND)",India,IND,SIN,"{""id"": ""sr:competitor:783794"", ""name"": ""Singh, Karan (IND)"", ""country"": ""India"", ""country_code"": ""IND"", ""abbreviation"": ""SIN""}"
sr:competitor:77501,"Wehnelt, Kai",Germany,DEU,WEH,"{""id"": ""sr:competitor:77501"", ""name"": ""Wehnelt, Kai"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""WEH""}"
sr:competitor:16492,"Eysseric, Jonathan",France,FRA,EYS,"{""id"": ""sr:competitor:16492"", ""name"": ""Eysseric, Jonathan"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""EYS""}"
sr:competitor:92667,"Castelnuovo, Luca",Switzerland,CHE,CAS,"{""id"": ""sr:competitor:92667"", ""name"": ""Castelnuovo, Luca"", ""country"": ""Switzerland"", ""country_code"": ""CHE"", ""abbreviation"": ""CAS""}"
sr:competitor:342822,"Ichikawa, Taisei",Japan,JPN,ICH,"{""id"": ""sr:competitor:342822"", ""name"": ""Ichikawa, Taisei"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""ICH""}"
sr:competitor:202681,"Marrero Curbelo, Ivan",Spain,ESP,MAR,"{""id"": ""sr:competitor:202681"", ""name"": ""Marrero Curbelo, Ivan"", ""country"": ""Spain"", ""country_code"": ""ESP"", ""abbreviation"": ""MAR""}"
sr:competitor:52276,"Krueger, Mitchell",USA,USA,KRU,"{""id"": ""sr:competitor:52276"", ""name"": ""Krueger, Mitchell"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KRU""}"
sr:competitor:620338,"Sharipov, Marat",Neutral,,SHA,"{""id"": ""sr:competitor:620338"", ""name"": ""Sharipov, Marat"", ""country"": ""Neutral"", ""abbreviation"": ""SHA""}"
sr:competitor:210592,"Ribeiro, Eduardo",Brazil,BRA,RIB,"{""id"": ""sr:competitor:210592"", ""name"": ""Ribeiro, Eduardo"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""RIB""}"
sr:competitor:121248,"Roveri Sidney, Gabriel",Brazil,BRA,ROV,"{""id"": ""sr:competitor:121248"", ""name"": ""Roveri Sidney, Gabriel"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""ROV""}"
sr:competitor:229024,"Zahraj, Patrick",Germany,DEU,ZAH,"{""id"": ""sr:competitor:229024"", ""name"": ""Zahraj, Patrick"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""ZAH""}"
sr:competitor:273883,"Rocha, Francisco",Portugal,PRT,ROC,"{""id"": ""sr:competitor:273883"", ""name"": ""Rocha, Francisco"", ""country"": ""Portugal"", ""country_code"": ""PRT"", ""abbreviation"": ""ROC""}"
sr:competitor:761136,"Basel, Valentin",Argentina,ARG,BAS,"{""id"": ""sr:competitor:761136"", ""name"": ""Basel, Valentin"", ""country"": ""Argentina"", ""country_code"": ""ARG"", ""abbreviation"": ""BAS""}"
sr:competitor:228372,"Soriano Barrera, Adria",Colombia,COL,SOR,"{""id"": ""sr:competitor:228372"", ""name"": ""Soriano Barrera, Adria"", ""country"": ""Colombia"", ""country_code"": ""COL"", ""abbreviation"": ""SOR""}"
sr:competitor:497320,"Visker, Niels",Netherlands,NLD,VIS,"{""id"": ""sr:competitor:497320"", ""name"": ""Visker, Niels"", ""country"": ""Netherlands"", ""country_code"": ""NLD"", ""abbreviation"": ""VIS""}"
sr:competitor:126402,"Denolly, Corentin",France,FRA,DEN,"{""id"": ""sr:competitor:126402"", ""name"": ""Denolly, Corentin"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""DEN""}"
sr:competitor:603420,"Martin, Andres",USA,USA,MAR,"{""id"": ""sr:competitor:603420"", ""name"": ""Martin, Andres"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""MAR""}"
sr:competitor:722431,"Mikrut, Luka",Croatia,HRV,MIK,"{""id"": ""sr:competitor:722431"", ""name"": ""Mikrut, Luka"", ""country"": ""Croatia"", ""country_code"": ""HRV"", ""abbreviation"": ""MIK""}"
sr:competitor:759758,"Sakellaridis, Dimitris",Greece,GRC,SAK,"{""id"": ""sr:competitor:759758"", ""name"": ""Sakellaridis, Dimitris"", ""country"": ""Greece"", ""country_code"": ""GRC"", ""abbreviation"": ""SAK""}"
sr:competitor:1128937,"Miguel, Luis Guto",Brazil,BRA,MIG,"{""id"": ""sr:competitor:1128937"", ""name"": ""Miguel, Luis Guto"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""MIG""}"
sr:competitor:69910,"Bergevi, Filip",Sweden,SWE,BER,"{""id"": ""sr:competitor:69910"", ""name"": ""Bergevi, Filip"", ""country"": ""Sweden"", ""country_code"": ""SWE"", ""abbreviation"": ""BER""}"
sr:competitor:310974,"De Jong, Jesper",Netherlands,NLD,DEJ,"{""id"": ""sr:competitor:310974"", ""name"": ""De Jong, Jesper"", ""country"": ""Netherlands"", ""country_code"": ""NLD"", ""abbreviation"": ""DEJ""}"
sr:competitor:117916,"Shapovalov, Denis",Canada,CAN,SHA,"{""id"": ""sr:competitor:117916"", ""name"": ""Shapovalov, Denis"", ""country"": ""Canada"", ""country_code"": ""CAN"", ""abbreviation"": ""SHA""}"
sr:competitor:112783,"Berrettini, Matteo",Italy,ITA,BER,"{""id"": ""sr:competitor:112783"", ""name"": ""Berrettini, Matteo"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""BER""}"
sr:competitor:195800,"Auger-Aliassime, Felix",Canada,CAN,AUG,"{""id"": ""sr:competitor:195800"", ""name"": ""Auger-Aliassime, Felix"", ""country"": ""Canada"", ""country_code"": ""CAN"", ""abbreviation"": ""AUG""}"
sr:competitor:39712,"Saville, Luke",Australia,AUS,SAV,"{""id"": ""sr:competitor:39712"", ""name"": ""Saville, Luke"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""SAV""}"
sr:competitor:254383,"Marozsan, Fabian",Hungary,HUN,MAR,"{""id"": ""sr:competitor:254383"", ""name"": ""Marozsan, Fabian"", ""country"": ""Hungary"", ""country_code"": ""HUN"", ""abbreviation"": ""MAR""}"
sr:competitor:136042,"Fritz, Taylor",USA,USA,FRI,"{""id"": ""sr:competitor:136042"", ""name"": ""Fritz, Taylor"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""FRI""}"
sr:competitor:75813,"Zhang, Zhizhen",China,CHN,ZHA,"{""id"": ""sr:competitor:75813"", ""name"": ""Zhang, Zhizhen"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""ZHA""}"
sr:competitor:46391,"Struff, Jan-Lennard",Germany,DEU,STR,"{""id"": ""sr:competitor:46391"", ""name"": ""Struff, Jan-Lennard"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""STR""}"
