competitor_id,name,country,country_code,abbreviation,raw_json
sr:competitor:341188,"Justo, Guido Ivan",Argentina,ARG,JUS,"{""id"": ""sr:competitor:341188"", ""name"": ""Justo, Guido Ivan"", ""country"": ""Argentina"", ""country_code"": ""ARG"", ""abbreviation"": ""JUS""}"
sr:competitor:50847,"Yevseyev, Denis",Kazakhstan,KAZ,YEV,"{""id"": ""sr:competitor:50847"", ""name"": ""Yevseyev, Denis"", ""country"": ""Kazakhstan"", ""country_code"": ""KAZ"", ""abbreviation"": ""YEV""}"
sr:competitor:345126,"Lo, Yi Jui",Chinese Taipei,TPE,YI,"{""id"": ""sr:competitor:345126"", ""name"": ""Lo, Yi Jui"", ""country"": ""Chinese Taipei"", ""country_code"": ""TPE"", ""abbreviation"": ""YI""}"
sr:competitor:355752,"Svrcina, Dalibor",Czechia,CZE,SVR,"{""id"": ""sr:competitor:355752"", ""name"": ""Svrcina, Dalibor"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""SVR""}"
sr:competitor:450343,"Hussey, Giles",Great Britain,GBR,HUS,"{""id"": ""sr:competitor:450343"", ""name"": ""Hussey, Giles"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""HUS""}"
sr:competitor:224936,"Nanda, Govind",USA,USA,NAN,"{""id"": ""sr:competitor:224936"", ""name"": ""Nanda, Govind"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""NAN""}"
sr:competitor:222628,"Ayeni, Alafia",USA,USA,AVE,"{""id"": ""sr:competitor:222628"", ""name"": ""Ayeni, Alafia"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""AVE""}"
sr:competitor:573839,"Sperle, John",Germany,DEU,SPE,"{""id"": ""sr:competitor:573839"", ""name"": ""Sperle, John"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""SPE""}"
sr:competitor:241710,"Kikuchi, Yuta",Japan,JPN,KIK,"{""id"": ""sr:competitor:241710"", ""name"": ""Kikuchi, Yuta"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""KIK""}"
sr:competitor:154486,"Masabayashi, Tomohiro",Japan,JPN,MAS,"{""id"": ""sr:competitor:154486"", ""name"": ""Masabayashi, Tomohiro"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""MAS""}"
sr:competitor:14882,"Djokovic, Novak",Serbia,SRB,DJO,"{""id"": ""sr:competitor:14882"", ""name"": ""Djokovic, Novak"", ""country"": ""Serbia"", ""country_code"": ""SRB"", ""abbreviation"": ""DJO""}"
sr:competitor:807574,"Zheng, Michael",USA,USA,ZHE,"{""id"": ""sr:competitor:807574"", ""name"": ""Zheng, Michael"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""ZHE""}"
sr:competitor:268441,"Gadamauri, Buvaysar",Belgium,BEL,GAD,"{""id"": ""sr:competitor:268441"", ""name"": ""Gadamauri, Buvaysar"", ""country"": ""Belgium"", ""country_code"": ""BEL"", ""abbreviation"": ""GAD""}"
sr:competitor:837590,"Arutiunian, Erik",Belarus,BLR,ARU,"{""id"": ""sr:competitor:837590"", ""name"": ""Arutiunian, Erik"", ""country"": ""Belarus"", ""country_code"": ""BLR"", ""abbreviation"": ""ARU""}"
sr:competitor:137892,"Otegui, Juan Bautista",Argentina,ARG,OTE,"{""id"": ""sr:competitor:137892"", ""name"": ""Otegui, Juan Bautista"", ""country"": ""Argentina"", ""country_code"": ""ARG"", ""abbreviation"": ""OTE""}"
sr:competitor:72376,"Siniakova, Katerina",Czechia,CZE,SIN,"{""id"": ""sr:competitor:72376"", ""name"": ""Siniakova, Katerina"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""SIN""}"
sr:competitor:51387,"Townsend, Taylor",USA,USA,TOW,"{""id"": ""sr:competitor:51387"", ""name"": ""Townsend, Taylor"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""TOW""}"
sr:competitor:19202,"Errani, Sara",Italy,ITA,ERR,"{""id"": ""sr:competitor:19202"", ""name"": ""Errani, Sara"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""ERR""}"
sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO,"{""id"": ""sr:competitor:69208"", ""name"": ""Paolini, Jasmine"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""PAO""}"
sr:competitor:74949,"Routliffe, Erin",New Zealand,NZL,ROU,"{""id"": ""sr:competitor:74949"", ""name"": ""Routliffe, Erin"", ""country"": ""New Zealand"", ""country_code"": ""NZL"", ""abbreviation"": ""ROU""}"
sr:competitor:64496,"Ostapenko, Jelena",Latvia,LVA,OST,"{""id"": ""sr:competitor:64496"", ""name"": ""Ostapenko, Jelena"", ""country"": ""Latvia"", ""country_code"": ""LVA"", ""abbreviation"": ""OST""}"
sr:competitor:78551,"Mertens, Elise",Belgium,BEL,MER,"{""id"": ""sr:competitor:78551"", ""name"": ""Mertens, Elise"", ""country"": ""Belgium"", ""country_code"": ""BEL"", ""abbreviation"": ""MER""}"
sr:competitor:18936,"Hsieh, Su-Wei",Chinese Taipei,TPE,HSI,"{""id"": ""sr:competitor:18936"", ""name"": ""Hsieh, Su-Wei"", ""country"": ""Chinese Taipei"", ""country_code"": ""TPE"", ""abbreviation"": ""HSI""}"
sr:competitor:43860,"Dabrowski, Gabriela",Canada,CAN,DAB,"{""id"": ""sr:competitor:43860"", ""name"": ""Dabrowski, Gabriela"", ""country"": ""Canada"", ""country_code"": ""CAN"", ""abbreviation"": ""DAB""}"
sr:competitor:66968,"Kudermetova, Veronika",Neutral,,KUD,"{""id"": ""sr:competitor:66968"", ""name"": ""Kudermetova, Veronika"", ""country"": ""Neutral"", ""abbreviation"": ""KUD""}"
sr:competitor:588071,"Shnaider, Diana",Neutral,,SHN,"{""id"": ""sr:competitor:588071"", ""name"": ""Shnaider, Diana"", ""country"": ""Neutral"", ""abbreviation"": ""SHN""}"
sr:competitor:871583,"Andreeva, Mirra",Neutral,,AND,"{""id"": ""sr:competitor:871583"", ""name"": ""Andreeva, Mirra"", ""country"": ""Neutral"", ""abbreviation"": ""AND""}"
sr:competitor:69718,"Danilina, Anna",Kazakhstan,KAZ,DAN,"{""id"": ""sr:competitor:69718"", ""name"": ""Danilina, Anna"", ""country"": ""Kazakhstan"", ""country_code"": ""KAZ"", ""abbreviation"": ""DAN""}"
sr:competitor:19607,"Zhang, Shuai",China,CHN,ZHA,"{""id"": ""sr:competitor:19607"", ""name"": ""Zhang, Shuai"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""ZHA""}"
sr:competitor:43102,"Babos, Timea",Hungary,HUN,BAB,"{""id"": ""sr:competitor:43102"", ""name"": ""Babos, Timea"", ""country"": ""Hungary"", ""country_code"": ""HUN"", ""abbreviation"": ""BAB""}"
sr:competitor:96075,"Stefani, Luisa",Brazil,BRA,STE,"{""id"": ""sr:competitor:96075"", ""name"": ""Stefani, Luisa"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""STE""}"
sr:competitor:41524,"Krunic, Aleksandra",Serbia,SRB,KA,"{""id"": ""sr:competitor:41524"", ""name"": ""Krunic, Aleksandra"", ""country"": ""Serbia"", ""country_code"": ""SRB"", ""abbreviation"": ""KA""}"
sr:competitor:46084,"Melichar-Martinez, Nicole",USA,USA,MEL,"{""id"": ""sr:competitor:46084"", ""name"": ""Melichar-Martinez, Nicole"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""MEL""}"
sr:competitor:19932,"Muhammad, Asia",USA,USA,MUH,"{""id"": ""sr:competitor:19932"", ""name"": ""Muhammad, Asia"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""MUH""}"
sr:competitor:153652,"Guo, Hanyu",China,CHN,GUO,"{""id"": ""sr:competitor:153652"", ""name"": ""Guo, Hanyu"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""GUO""}"
sr:competitor:24431,"Panova, Alexandra",Neutral,,PAN,"{""id"": ""sr:competitor:24431"", ""name"": ""Panova, Alexandra"", ""country"": ""Neutral"", ""abbreviation"": ""PAN""}"
sr:competitor:50537,"Schuurs, Demi",Netherlands,NLD,SCH,"{""id"": ""sr:competitor:50537"", ""name"": ""Schuurs, Demi"", ""country"": ""Netherlands"", ""country_code"": ""NLD"", ""abbreviation"": ""SCH""}"
sr:competitor:119670,"Perez, Ellen",Australia,AUS,PER,"{""id"": ""sr:competitor:119670"", ""name"": ""Perez, Ellen"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""PER""}"
sr:competitor:37508,"Siegemund, Laura",Germany,DEU,SIE,"{""id"": ""sr:competitor:37508"", ""name"": ""Siegemund, Laura"", ""country"": ""Germany"", ""country_code"": ""DEU"", ""abbreviation"": ""SIE""}"
sr:competitor:157672,"Stollar, Fanny",Hungary,HUN,STO,"{""id"": ""sr:competitor:157672"", ""name"": ""Stollar, Fanny"", ""country"": ""Hungary"", ""country_code"": ""HUN"", ""abbreviation"": ""STO""}"
sr:competitor:129714,"Nicholls, Olivia",Great Britain,GBR,NIC,"{""id"": ""sr:competitor:129714"", ""name"": ""Nicholls, Olivia"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""NIC""}"
sr:competitor:150122,"Jiang, Xinyu",China,CHN,JIA,"{""id"": ""sr:competitor:150122"", ""name"": ""Jiang, Xinyu"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""JIA""}"
sr:competitor:142996,"Mihalikova, Tereza",Slovakia,SVK,MIH,"{""id"": ""sr:competitor:142996"", ""name"": ""Mihalikova, Tereza"", ""country"": ""Slovakia"", ""country_code"": ""SVK"", ""abbreviation"": ""MIH""}"
sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC,"{""id"": ""sr:competitor:99131"", ""name"": ""Bucsa, Cristina"", ""country"": ""Spain"", ""country_code"": ""ESP"", ""abbreviation"": ""BUC""}"
sr:competitor:182178,"Wu, Fang-Hsien",Chinese Taipei,TPE,FAN,"{""id"": ""sr:competitor:182178"", ""name"": ""Wu, Fang-Hsien"", ""country"": ""Chinese Taipei"", ""country_code"": ""TPE"", ""abbreviation"": ""FAN""}"
sr:competitor:41520,"Kichenok, Lyudmyla",Ukraine,UKR,KIC,"{""id"": ""sr:competitor:41520"", ""name"": ""Kichenok, Lyudmyla"", ""country"": ""Ukraine"", ""country_code"": ""UKR"", ""abbreviation"": ""KIC""}"
sr:competitor:47810,"Khromacheva, Irina",Neutral,,KHR,"{""id"": ""sr:competitor:47810"", ""name"": ""Khromacheva, Irina"", ""country"": ""Neutral"", ""abbreviation"": ""KHR""}"
sr:competitor:47801,"Eikeri, Ulrikke",Norway,NOR,EIK,"{""id"": ""sr:competitor:47801"", ""name"": ""Eikeri, Ulrikke"", ""country"": ""Norway"", ""country_code"": ""NOR"", ""abbreviation"": ""EIK""}"
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD,"{""id"": ""sr:competitor:59702"", ""name"": ""Haddad Maia, Beatriz"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""HAD""}"
sr:competitor:70784,"Hozumi, Eri",Japan,JPN,HOZ,"{""id"": ""sr:competitor:70784"", ""name"": ""Hozumi, Eri"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""HOZ""}"
sr:competitor:45835,"Hunter, Storm",Australia,AUS,HUN,"{""id"": ""sr:competitor:45835"", ""name"": ""Hunter, Storm"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""HUN""}"
sr:competitor:91960,"Kenin, Sofia",USA,USA,KEN,"{""id"": ""sr:competitor:91960"", ""name"": ""Kenin, Sofia"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KEN""}"
sr:competitor:64021,"Krawczyk, Desirae",USA,USA,KRA,"{""id"": ""sr:competitor:64021"", ""name"": ""Krawczyk, Desirae"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KRA""}"
sr:competitor:179146,"Kalinskaya, Anna",Neutral,,KAL,"{""id"": ""sr:competitor:179146"", ""name"": ""Kalinskaya, Anna"", ""country"": ""Neutral"", ""abbreviation"": ""KAL""}"
sr:competitor:48625,"Chan, Hao-Ching",Chinese Taipei,TPE,CHA,"{""id"": ""sr:competitor:48625"", ""name"": ""Chan, Hao-Ching"", ""country"": ""Chinese Taipei"", ""country_code"": ""TPE"", ""abbreviation"": ""CHA""}"
sr:competitor:66432,"Kato, Miyu",Japan,JPN,KAT,"{""id"": ""sr:competitor:66432"", ""name"": ""Kato, Miyu"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""KAT""}"
sr:competitor:19974,"Xu, Yifan",China,CHN,YIF,"{""id"": ""sr:competitor:19974"", ""name"": ""Xu, Yifan"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""YIF""}"
sr:competitor:128584,"Samsonova, Liudmila",Neutral,,SAM,"{""id"": ""sr:competitor:128584"", ""name"": ""Samsonova, Liudmila"", ""country"": ""Neutral"", ""abbreviation"": ""SAM""}"
sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL,"{""id"": ""sr:competitor:123824"", ""name"": ""Dolehide, Caroline"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""DOL""}"
sr:competitor:45915,"Yang, Zhaoxuan",China,CHN,YAN,"{""id"": ""sr:competitor:45915"", ""name"": ""Yang, Zhaoxuan"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""YAN""}"
sr:competitor:43547,"Aoyama, Shuko",Japan,JPN,AOY,"{""id"": ""sr:competitor:43547"", ""name"": ""Aoyama, Shuko"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""AOY""}"
sr:competitor:166124,"Olmos, Giuliana",Mexico,MEX,OLM,"{""id"": ""sr:competitor:166124"", ""name"": ""Olmos, Giuliana"", ""country"": ""Mexico"", ""country_code"": ""MEX"", ""abbreviation"": ""OLM""}"
sr:competitor:287769,"Kessler, McCartney",USA,USA,KES,"{""id"": ""sr:competitor:287769"", ""name"": ""Kessler, McCartney"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KES""}"
sr:competitor:60668,"Ninomiya, Makoto",Japan,JPN,NIN,"{""id"": ""sr:competitor:60668"", ""name"": ""Ninomiya, Makoto"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""NIN""}"
sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,,ALE,"{""id"": ""sr:competitor:67759"", ""name"": ""Alexandrova, Ekaterina"", ""country"": ""Neutral"", ""abbreviation"": ""ALE""}"
sr:competitor:33593,"Mladenovic, Kristina",France,FRA,MLA,"{""id"": ""sr:competitor:33593"", ""name"": ""Mladenovic, Kristina"", ""country"": ""France"", ""country_code"": ""FRA"", ""abbreviation"": ""MLA""}"
sr:competitor:360038,"Stearns, Peyton",USA,USA,STE,"{""id"": ""sr:competitor:360038"", ""name"": ""Stearns, Peyton"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""STE""}"
sr:competitor:19731,"Piter, Katarzyna",Poland,POL,PIT,"{""id"": ""sr:competitor:19731"", ""name"": ""Piter, Katarzyna"", ""country"": ""Poland"", ""country_code"": ""POL"", ""abbreviation"": ""PIT""}"
sr:competitor:49682,"Kichenok, Nadiia",Ukraine,UKR,KIC,"{""id"": ""sr:competitor:49682"", ""name"": ""Kichenok, Nadiia"", ""country"": ""Ukraine"", ""country_code"": ""UKR"", ""abbreviation"": ""KIC""}"
sr:competitor:776340,"Joint, Maya",Australia,AUS,JOI,"{""id"": ""sr:competitor:776340"", ""name"": ""Joint, Maya"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""JOI""}"
sr:competitor:286435,"Gadecki, Olivia",Australia,AUS,GAD,"{""id"": ""sr:competitor:286435"", ""name"": ""Gadecki, Olivia"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""GAD""}"
sr:competitor:19728,"Cirstea, Sorana",Romania,ROU,CIR,"{""id"": ""sr:competitor:19728"", ""name"": ""Cirstea, Sorana"", ""country"": ""Romania"", ""country_code"": ""ROU"", ""abbreviation"": ""CIR""}"
sr:competitor:215476,"Siskova, Anna",Czechia,CZE,SIS,"{""id"": ""sr:competitor:215476"", ""name"": ""Siskova, Anna"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""SIS""}"
sr:competitor:252223,"Rakhimova, Kamilla",Neutral,,RAK,"{""id"": ""sr:competitor:252223"", ""name"": ""Rakhimova, Kamilla"", ""country"": ""Neutral"", ""abbreviation"": ""RAK""}"
sr:competitor:373352,"Gauff, Coco",USA,USA,GAU,"{""id"": ""sr:competitor:373352"", ""name"": ""Gauff, Coco"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""GAU""}"
sr:competitor:73542,"Gleason, Quinn",USA,USA,GLE,"{""id"": ""sr:competitor:73542"", ""name"": ""Gleason, Quinn"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""GLE""}"
sr:competitor:51481,"Sutjiadi, Aldila",Indonesia,IDN,SUT,"{""id"": ""sr:competitor:51481"", ""name"": ""Sutjiadi, Aldila"", ""country"": ""Indonesia"", ""country_code"": ""IDN"", ""abbreviation"": ""SUT""}"
sr:competitor:242602,"McNally, Catherine",USA,USA,MCC,"{""id"": ""sr:competitor:242602"", ""name"": ""McNally, Catherine"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""MCC""}"
sr:competitor:108621,"Kempen, Magali",Belgium,BEL,KEM,"{""id"": ""sr:competitor:108621"", ""name"": ""Kempen, Magali"", ""country"": ""Belgium"", ""country_code"": ""BEL"", ""abbreviation"": ""KEM""}"
sr:competitor:44977,"Santamaria, Sabrina",USA,USA,SAN,"{""id"": ""sr:competitor:44977"", ""name"": ""Santamaria, Sabrina"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""SAN""}"
sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS,"{""id"": ""sr:competitor:401055"", ""name"": ""Noskova, Linda"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""NOS""}"
sr:competitor:71754,"Martins, Ingrid",Brazil,BRA,MAR,"{""id"": ""sr:competitor:71754"", ""name"": ""Martins, Ingrid"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""MAR""}"
sr:competitor:182054,"Skoch, Miriam",Czechia,CZE,SKO,"{""id"": ""sr:competitor:182054"", ""name"": ""Skoch, Miriam"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""SKO""}"
sr:competitor:60398,"Krejcikova, Barbora",Czechia,CZE,KRE,"{""id"": ""sr:competitor:60398"", ""name"": ""Krejcikova, Barbora"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""KRE""}"
sr:competitor:103901,"Ruse, Elena-Gabriela",Romania,ROU,RUS,"{""id"": ""sr:competitor:103901"", ""name"": ""Ruse, Elena-Gabriela"", ""country"": ""Romania"", ""country_code"": ""ROU"", ""abbreviation"": ""RUS""}"
sr:competitor:69602,"Lumsden, Maia",Great Britain,GBR,LUM,"{""id"": ""sr:competitor:69602"", ""name"": ""Lumsden, Maia"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""LUM""}"
sr:competitor:194106,"Tang, Qianhui",China,CHN,TAN,"{""id"": ""sr:competitor:194106"", ""name"": ""Tang, Qianhui"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""TAN""}"
sr:competitor:289507,"Fernandez, Leylah Annie",Canada,CAN,FER,"{""id"": ""sr:competitor:289507"", ""name"": ""Fernandez, Leylah Annie"", ""country"": ""Canada"", ""country_code"": ""CAN"", ""abbreviation"": ""FER""}"
sr:competitor:235252,"Kozyreva, Maria",Russia,RUS,KOZ,"{""id"": ""sr:competitor:235252"", ""name"": ""Kozyreva, Maria"", ""country"": ""Russia"", ""country_code"": ""RUS"", ""abbreviation"": ""KOZ""}"
sr:competitor:46428,"Maleckova, Jesika",Czechia,CZE,MAL,"{""id"": ""sr:competitor:46428"", ""name"": ""Maleckova, Jesika"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""MAL""}"
sr:competitor:329535,"Tauson, Clara",Denmark,DNK,TAU,"{""id"": ""sr:competitor:329535"", ""name"": ""Tauson, Clara"", ""country"": ""Denmark"", ""country_code"": ""DNK"", ""abbreviation"": ""TAU""}"
sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR,"{""id"": ""sr:competitor:111189"", ""name"": ""Zarazua, Renata"", ""country"": ""Mexico"", ""country_code"": ""MEX"", ""abbreviation"": ""ZAR""}"
sr:competitor:418583,"Haverlag, Isabelle",Netherlands,NLD,HAV,"{""id"": ""sr:competitor:418583"", ""name"": ""Haverlag, Isabelle"", ""country"": ""Netherlands"", ""country_code"": ""NLD"", ""abbreviation"": ""HAV""}"
sr:competitor:173748,"Detiuc, Anastasia",Czechia,CZE,DET,"{""id"": ""sr:competitor:173748"", ""name"": ""Detiuc, Anastasia"", ""country"": ""Czechia"", ""country_code"": ""CZE"", ""abbreviation"": ""DET""}"
sr:competitor:92879,"Shymanovich, Iryna",Neutral,,SHY,"{""id"": ""sr:competitor:92879"", ""name"": ""Shymanovich, Iryna"", ""country"": ""Neutral"", ""abbreviation"": ""SHY""}"
sr:competitor:799304,"Pridankina, Elena",Neutral,,PRI,"{""id"": ""sr:competitor:799304"", ""name"": ""Pridankina, Elena"", ""country"": ""Neutral"", ""abbreviation"": ""PRI""}"
sr:competitor:47697,"Zheng, Saisai",China,CHN,ZHE,"{""id"": ""sr:competitor:47697"", ""name"": ""Zheng, Saisai"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""ZHE""}"
sr:competitor:168526,"Appleton, Emily",Great Britain,GBR,APP,"{""id"": ""sr:competitor:168526"", ""name"": ""Appleton, Emily"", ""country"": ""Great Britain"", ""country_code"": ""GBR"", ""abbreviation"": ""APP""}"
sr:competitor:37504,"Kalashnikova, Oksana",Georgia,GEO,KAL,"{""id"": ""sr:competitor:37504"", ""name"": ""Kalashnikova, Oksana"", ""country"": ""Georgia"", ""country_code"": ""GEO"", ""abbreviation"": ""KAL""}"
sr:competitor:41877,"Yuan, Yue",China,CHN,YUA,"{""id"": ""sr:competitor:41877"", ""name"": ""Yuan, Yue"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""YUA""}"
sr:competitor:278887,"Kostyuk, Marta",Ukraine,UKR,KOS,"{""id"": ""sr:competitor:278887"", ""name"": ""Kostyuk, Marta"", ""country"": ""Ukraine"", ""country_code"": ""UKR"", ""abbreviation"": ""KOS""}"
sr:competitor:64085,"Pigossi, Laura",Brazil,BRA,PIG,"{""id"": ""sr:competitor:64085"", ""name"": ""Pigossi, Laura"", ""country"": ""Brazil"", ""country_code"": ""BRA"", ""abbreviation"": ""PIG""}"
sr:competitor:245295,"Waltert, Simona",Switzerland,CHE,WAL,"{""id"": ""sr:competitor:245295"", ""name"": ""Waltert, Simona"", ""country"": ""Switzerland"", ""country_code"": ""CHE"", ""abbreviation"": ""WAL""}"
sr:competitor:272217,"Wang, Xinyu",China,CHN,WAN,"{""id"": ""sr:competitor:272217"", ""name"": ""Wang, Xinyu"", ""country"": ""China"", ""country_code"": ""CHN"", ""abbreviation"": ""WAN""}"
sr:competitor:211262,"Danilovic, Olga",Serbia,SRB,DAN,"{""id"": ""sr:competitor:211262"", ""name"": ""Danilovic, Olga"", ""country"": ""Serbia"", ""country_code"": ""SRB"", ""abbreviation"": ""DAN""}"
sr:competitor:208125,"Liang, En-Shuo",Chinese Taipei,TPE,LIA,"{""id"": ""sr:competitor:208125"", ""name"": ""Liang, En-Shuo"", ""country"": ""Chinese Taipei"", ""country_code"": ""TPE"", ""abbreviation"": ""LIA""}"
sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE,"{""id"": ""sr:competitor:88310"", ""name"": ""Sherif Ahmed Abdelaziz, Maiar"", ""country"": ""Egypt"", ""country_code"": ""EGY"", ""abbreviation"": ""SHE""}"
sr:competitor:549759,"Krueger, Ashlyn",USA,USA,KRU,"{""id"": ""sr:competitor:549759"", ""name"": ""Krueger, Ashlyn"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""KRU""}"
sr:competitor:87090,"Chong, Eudice","Hong Kong, China",HKG,CHO,"{""id"": ""sr:competitor:87090"", ""name"": ""Chong, Eudice"", ""country"": ""Hong Kong, China"", ""country_code"": ""HKG"", ""abbreviation"": ""CHO""}"
sr:competitor:71034,"Sramkova, Rebecca",Slovakia,SVK,SRA,"{""id"": ""sr:competitor:71034"", ""name"": ""Sramkova, Rebecca"", ""country"": ""Slovakia"", ""country_code"": ""SVK"", ""abbreviation"": ""SRA""}"
sr:competitor:87834,"Hon, Priscilla",Australia,AUS,HON,"{""id"": ""sr:competitor:87834"", ""name"": ""Hon, Priscilla"", ""country"": ""Australia"", ""country_code"": ""AUS"", ""abbreviation"": ""HON""}"
sr:competitor:52695,"Moratelli, Angelica",Italy,ITA,MOR,"{""id"": ""sr:competitor:52695"", ""name"": ""Moratelli, Angelica"", ""country"": ""Italy"", ""country_code"": ""ITA"", ""abbreviation"": ""MOR""}"
sr:competitor:453301,"Jorge, Matilde",Portugal,PRT,JOR,"{""id"": ""sr:competitor:453301"", ""name"": ""Jorge, Matilde"", ""country"": ""Portugal"", ""country_code"": ""PRT"", ""abbreviation"": ""JOR""}"
sr:competitor:303814,"Tikhonova, Anastasia",Neutral,,TIK,"{""id"": ""sr:competitor:303814"", ""name"": ""Tikhonova, Anastasia"", ""country"": ""Neutral"", ""abbreviation"": ""TIK""}"
sr:competitor:235260,"Chwalinska, Maja",Poland,POL,CHW,"{""id"": ""sr:competitor:235260"", ""name"": ""Chwalinska, Maja"", ""country"": ""Poland"", ""country_code"": ""POL"", ""abbreviation"": ""CHW""}"
sr:competitor:210558,"Jorge, Francisca",Portugal,PRT,JOR,"{""id"": ""sr:competitor:210558"", ""name"": ""Jorge, Francisca"", ""country"": ""Portugal"", ""country_code"": ""PRT"", ""abbreviation"": ""JOR""}"
sr:competitor:143140,"Aney, Jessie",USA,USA,ANE,"{""id"": ""sr:competitor:143140"", ""name"": ""Aney, Jessie"", ""country"": ""USA"", ""country_code"": ""USA"", ""abbreviation"": ""ANE""}"
sr:competitor:460837,"Tjen, Janice",Indonesia,IDN,TJE,"{""id"": ""sr:competitor:460837"", ""name"": ""Tjen, Janice"", ""country"": ""Indonesia"", ""country_code"": ""IDN"", ""abbreviation"": ""TJE""}"
sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT,"{""id"": ""sr:competitor:45545"", ""name"": ""Putintseva, Yulia"", ""country"": ""Kazakhstan"", ""country_code"": ""KAZ"", ""abbreviation"": ""PUT""}"
sr:competitor:48451,"Cavalle-Reimers, Yvonne",Spain,ESP,CAV,"{""id"": ""sr:competitor:48451"", ""name"": ""Cavalle-Reimers, Yvonne"", ""country"": ""Spain"", ""country_code"": ""ESP"", ""abbreviation"": ""CAV""}"
sr:competitor:183957,"Kobori, Momoko",Japan,JPN,KOB,"{""id"": ""sr:competitor:183957"", ""name"": ""Kobori, Momoko"", ""country"": ""Japan"", ""country_code"": ""JPN"", ""abbreviation"": ""KOB""}"
